ACTION QUERY 10000 10 human stampede
ACTION SNIPPET 10000 2589 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 2592 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 2595 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 2598 SEEN_PREVIOUSLY b'1293154'
ACTION SNIPPET 10000 2601 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 2604 SEEN_PREVIOUSLY b'1555757'
ACTION SNIPPET 10000 2607 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 2610 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 2613 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 2616 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 2619 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 2622 SNIPPET_NOT_RELEVANT b'780531'
ACTION SNIPPET 10000 2625 SNIPPET_RELEVANT b'1731620'
ACTION DOC 10000 2645 EXAMINING_DOCUMENT b'1731620'
ACTION MARK 10000 2648 CONSIDERED_RELEVANT b'1731620'
ACTION SNIPPET 10000 2651 SEEN_PREVIOUSLY b'1738401'
ACTION SNIPPET 10000 2654 SEEN_PREVIOUSLY b'1698852'
ACTION SNIPPET 10000 2657 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 2660 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 2663 SEEN_PREVIOUSLY b'1004585'
ACTION SNIPPET 10000 2666 SEEN_PREVIOUSLY b'1511264'
ACTION SNIPPET 10000 2669 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 2672 SEEN_PREVIOUSLY b'369520'
ACTION SNIPPET 10000 2675 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 2678 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 2681 SNIPPET_NOT_RELEVANT b'1466168'
ACTION SNIPPET 10000 2684 SEEN_PREVIOUSLY b'729106'
ACTION SNIPPET 10000 2687 SNIPPET_RELEVANT b'1541947'
ACTION DOC 10000 2707 EXAMINING_DOCUMENT b'1541947'
ACTION SNIPPET 10000 2710 SNIPPET_NOT_RELEVANT b'1715981'
ACTION SNIPPET 10000 2713 SEEN_PREVIOUSLY b'497598'
ACTION SNIPPET 10000 2716 SEEN_PREVIOUSLY b'1285941'
ACTION SNIPPET 10000 2719 SEEN_PREVIOUSLY b'731502'
ACTION SNIPPET 10000 2722 SNIPPET_RELEVANT b'1672081'
ACTION DOC 10000 2742 EXAMINING_DOCUMENT b'1672081'
ACTION SNIPPET 10000 2745 SEEN_PREVIOUSLY b'748718'
ACTION SNIPPET 10000 2748 SNIPPET_RELEVANT b'1819993'
ACTION DOC 10000 2768 EXAMINING_DOCUMENT b'1819993'
ACTION QUERY 10000 2778 How do human stampedes happen?
ACTION SERP 10000 2783 EXAMINE_SERP
ACTION SNIPPET 10000 2786 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 2789 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 2792 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 2795 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 2798 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 2801 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 2804 SEEN_PREVIOUSLY b'1731589'
ACTION SNIPPET 10000 2807 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 2810 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 2813 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 2816 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 2819 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 2822 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 2825 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 2828 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 2831 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 2834 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 2837 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 2840 SEEN_PREVIOUSLY b'729106'
ACTION SNIPPET 10000 2843 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 2846 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 2849 SNIPPET_RELEVANT b'1285268'
ACTION DOC 10000 2869 EXAMINING_DOCUMENT b'1285268'
ACTION MARK 10000 2872 CONSIDERED_RELEVANT b'1285268'
ACTION SNIPPET 10000 2875 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 2878 SNIPPET_RELEVANT b'403810'
ACTION DOC 10000 2898 EXAMINING_DOCUMENT b'403810'
ACTION SNIPPET 10000 2901 SEEN_PREVIOUSLY b'1511264'
ACTION SNIPPET 10000 2904 SNIPPET_RELEVANT b'1653472'
ACTION DOC 10000 2924 EXAMINING_DOCUMENT b'1653472'
ACTION MARK 10000 2927 CONSIDERED_RELEVANT b'1653472'
ACTION SNIPPET 10000 2930 SEEN_PREVIOUSLY b'174054'
ACTION SNIPPET 10000 2933 SEEN_PREVIOUSLY b'731502'
ACTION SNIPPET 10000 2936 SEEN_PREVIOUSLY b'1555757'
ACTION SNIPPET 10000 2939 SNIPPET_RELEVANT b'506670'
ACTION DOC 10000 2959 EXAMINING_DOCUMENT b'506670'
ACTION SNIPPET 10000 2962 SEEN_PREVIOUSLY b'1292328'
ACTION SNIPPET 10000 2965 SEEN_PREVIOUSLY b'1393201'
ACTION SNIPPET 10000 2968 SEEN_PREVIOUSLY b'1004585'
ACTION SNIPPET 10000 2971 SEEN_PREVIOUSLY b'369520'
ACTION SNIPPET 10000 2974 SEEN_PREVIOUSLY b'363729'
ACTION SNIPPET 10000 2977 SEEN_PREVIOUSLY b'1698852'
ACTION SNIPPET 10000 2980 SEEN_PREVIOUSLY b'1738401'
ACTION SNIPPET 10000 2983 SEEN_PREVIOUSLY b'1466129'
ACTION SNIPPET 10000 2986 SEEN_PREVIOUSLY b'1426186'
ACTION SNIPPET 10000 2989 SNIPPET_NOT_RELEVANT b'1019081'
ACTION SNIPPET 10000 2992 SEEN_PREVIOUSLY b'459087'
ACTION SNIPPET 10000 2995 SNIPPET_RELEVANT b'122234'
ACTION DOC 10000 3015 EXAMINING_DOCUMENT b'122234'
ACTION SNIPPET 10000 3018 SEEN_PREVIOUSLY b'748718'
ACTION SNIPPET 10000 3021 SEEN_PREVIOUSLY b'1285941'
ACTION SNIPPET 10000 3024 SNIPPET_RELEVANT b'1315825'
ACTION DOC 10000 3044 EXAMINING_DOCUMENT b'1315825'
ACTION QUERY 10000 3054 Examples of human stampedes
ACTION SERP 10000 3059 EXAMINE_SERP
ACTION SNIPPET 10000 3062 SEEN_PREVIOUSLY b'497389'
ACTION SNIPPET 10000 3065 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 3068 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 3071 SNIPPET_NOT_RELEVANT b'497300'
ACTION SNIPPET 10000 3074 SEEN_PREVIOUSLY b'50965'
ACTION SNIPPET 10000 3077 SNIPPET_RELEVANT b'1019081'
ACTION DOC 10000 3097 EXAMINING_DOCUMENT b'1019081'
ACTION SNIPPET 10000 3100 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 3103 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 3106 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 3109 SEEN_PREVIOUSLY b'1061863'
ACTION SNIPPET 10000 3112 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 3115 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 3118 SEEN_PREVIOUSLY b'1783796'
ACTION SNIPPET 10000 3121 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 3124 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 3127 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 3130 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 3133 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 3136 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 3139 SNIPPET_NOT_RELEVANT b'490975'
ACTION SNIPPET 10000 3142 SNIPPET_NOT_RELEVANT b'1057296'
ACTION SNIPPET 10000 3145 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 3148 SEEN_PREVIOUSLY b'1698852'
ACTION SNIPPET 10000 3151 SNIPPET_NOT_RELEVANT b'1238100'
ACTION SNIPPET 10000 3154 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 3157 SEEN_PREVIOUSLY b'1555757'
ACTION SNIPPET 10000 3160 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 3163 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 3166 SEEN_PREVIOUSLY b'746477'
ACTION QUERY 10000 3176 How to avoid a human stampede?
ACTION SERP 10000 3181 EXAMINE_SERP
ACTION SNIPPET 10000 3184 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 3187 SEEN_PREVIOUSLY b'1783796'
ACTION SNIPPET 10000 3190 SNIPPET_NOT_RELEVANT b'1658536'
ACTION SNIPPET 10000 3193 SNIPPET_NOT_RELEVANT b'498327'
ACTION SNIPPET 10000 3196 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 3199 SEEN_PREVIOUSLY b'1731589'
ACTION SNIPPET 10000 3202 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 3205 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 3208 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 3211 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 3214 SEEN_PREVIOUSLY b'497389'
ACTION SNIPPET 10000 3217 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 3220 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 3223 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 3226 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 3229 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 3232 SNIPPET_NOT_RELEVANT b'248193'
ACTION SNIPPET 10000 3235 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 3238 SNIPPET_RELEVANT b'1784420'
ACTION DOC 10000 3258 EXAMINING_DOCUMENT b'1784420'
ACTION SNIPPET 10000 3261 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 3264 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 3267 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 3270 SEEN_PREVIOUSLY b'1627493'
ACTION SNIPPET 10000 3273 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 3276 SNIPPET_RELEVANT b'36337'
ACTION DOC 10000 3296 EXAMINING_DOCUMENT b'36337'
ACTION QUERY 10000 3306 Characteristics of human stampedes
ACTION SERP 10000 3311 EXAMINE_SERP
ACTION SNIPPET 10000 3314 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 3317 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 3320 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 3323 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 3326 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 3329 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 3332 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 3335 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 3338 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 3341 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 3344 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 3347 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 3350 SEEN_PREVIOUSLY b'1511264'
ACTION SNIPPET 10000 3353 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 3356 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 3359 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 3362 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 3365 SEEN_PREVIOUSLY b'423877'
ACTION SNIPPET 10000 3368 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 3371 SEEN_PREVIOUSLY b'122234'
ACTION SNIPPET 10000 3374 SNIPPET_NOT_RELEVANT b'1407422'
ACTION SNIPPET 10000 3377 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 3380 SEEN_PREVIOUSLY b'729106'
ACTION SNIPPET 10000 3383 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 3386 SNIPPET_NOT_RELEVANT b'1496201'
ACTION SNIPPET 10000 3389 SEEN_PREVIOUSLY b'1555757'
ACTION SNIPPET 10000 3392 SNIPPET_RELEVANT b'933397'
ACTION DOC 10000 3412 EXAMINING_DOCUMENT b'933397'
ACTION SNIPPET 10000 3415 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 3418 SEEN_PREVIOUSLY b'1004585'
ACTION QUERY 10000 3428 Causes of stampede-like behavior in humans
ACTION SERP 10000 3433 EXAMINE_SERP
ACTION SNIPPET 10000 3436 SNIPPET_RELEVANT b'643941'
ACTION DOC 10000 3456 EXAMINING_DOCUMENT b'643941'
ACTION SNIPPET 10000 3459 SNIPPET_RELEVANT b'810891'
ACTION DOC 10000 3479 EXAMINING_DOCUMENT b'810891'
ACTION SNIPPET 10000 3482 SNIPPET_RELEVANT b'818482'
ACTION DOC 10000 3502 EXAMINING_DOCUMENT b'818482'
ACTION SNIPPET 10000 3505 SNIPPET_NOT_RELEVANT b'771556'
ACTION SNIPPET 10000 3508 SNIPPET_RELEVANT b'1554844'
ACTION DOC 10000 3528 EXAMINING_DOCUMENT b'1554844'
ACTION SNIPPET 10000 3531 SNIPPET_RELEVANT b'560231'
ACTION DOC 10000 3551 EXAMINING_DOCUMENT b'560231'
ACTION QUERY 10000 3561 Fainting in crowds and human stampedes
ACTION SERP 10000 3566 EXAMINE_SERP
ACTION SNIPPET 10000 3569 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 3572 SEEN_PREVIOUSLY b'1556632'
ACTION SNIPPET 10000 3575 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 3578 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 3581 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 3584 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 3587 SNIPPET_RELEVANT b'502323'
ACTION DOC 10000 3607 EXAMINING_DOCUMENT b'502323'
ACTION MARK 10000 3610 CONSIDERED_RELEVANT b'502323'
ACTION SNIPPET 10000 3613 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 3616 SEEN_PREVIOUSLY b'497389'
ACTION SNIPPET 10000 3619 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 3622 SEEN_PREVIOUSLY b'1731589'
ACTION SNIPPET 10000 3625 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 3628 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 3631 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 3634 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 3637 SNIPPET_NOT_RELEVANT b'1405180'
ACTION SNIPPET 10000 3640 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 3643 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 3646 SNIPPET_NOT_RELEVANT b'498789'
ACTION SNIPPET 10000 3649 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 3652 SEEN_PREVIOUSLY b'864935'
ACTION SNIPPET 10000 3655 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 3658 SNIPPET_RELEVANT b'1285060'
ACTION DOC 10000 3678 EXAMINING_DOCUMENT b'1285060'
ACTION MARK 10000 3681 CONSIDERED_RELEVANT b'1285060'
ACTION SNIPPET 10000 3684 SEEN_PREVIOUSLY b'1292328'
ACTION SNIPPET 10000 3687 SEEN_PREVIOUSLY b'1783796'
ACTION SNIPPET 10000 3690 SEEN_PREVIOUSLY b'1285268'
ACTION SNIPPET 10000 3693 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 3696 SNIPPET_RELEVANT b'501017'
ACTION DOC 10000 3716 EXAMINING_DOCUMENT b'501017'
ACTION MARK 10000 3719 CONSIDERED_RELEVANT b'501017'
ACTION SNIPPET 10000 3722 SEEN_PREVIOUSLY b'1653472'
ACTION SNIPPET 10000 3725 SNIPPET_RELEVANT b'61284'
ACTION DOC 10000 3745 EXAMINING_DOCUMENT b'61284'
ACTION SNIPPET 10000 3748 SEEN_PREVIOUSLY b'868795'
ACTION SNIPPET 10000 3751 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 3754 SEEN_PREVIOUSLY b'1076546'
ACTION SNIPPET 10000 3757 SNIPPET_RELEVANT b'497258'
ACTION DOC 10000 3777 EXAMINING_DOCUMENT b'497258'
ACTION MARK 10000 3780 CONSIDERED_RELEVANT b'497258'
ACTION SNIPPET 10000 3783 SNIPPET_RELEVANT b'498327'
ACTION DOC 10000 3803 EXAMINING_DOCUMENT b'498327'
ACTION MARK 10000 3806 CONSIDERED_RELEVANT b'498327'
ACTION SNIPPET 10000 3809 SEEN_PREVIOUSLY b'501130'
ACTION SNIPPET 10000 3812 SNIPPET_RELEVANT b'729078'
ACTION DOC 10000 3832 EXAMINING_DOCUMENT b'729078'
ACTION MARK 10000 3835 CONSIDERED_RELEVANT b'729078'
ACTION SNIPPET 10000 3838 SNIPPET_NOT_RELEVANT b'497143'
ACTION SNIPPET 10000 3841 SNIPPET_RELEVANT b'248193'
ACTION DOC 10000 3861 EXAMINING_DOCUMENT b'248193'
ACTION MARK 10000 3864 CONSIDERED_RELEVANT b'248193'
ACTION SNIPPET 10000 3867 SNIPPET_RELEVANT b'858582'
ACTION DOC 10000 3887 EXAMINING_DOCUMENT b'858582'
ACTION MARK 10000 3890 CONSIDERED_RELEVANT b'858582'
ACTION SNIPPET 10000 3893 SEEN_PREVIOUSLY b'1573812'
ACTION SNIPPET 10000 3896 SNIPPET_RELEVANT b'497300'
ACTION DOC 10000 3916 EXAMINING_DOCUMENT b'497300'
ACTION MARK 10000 3919 CONSIDERED_RELEVANT b'497300'
ACTION SNIPPET 10000 3922 SNIPPET_NOT_RELEVANT b'1310123'
ACTION SNIPPET 10000 3925 SNIPPET_NOT_RELEVANT b'623553'
ACTION SNIPPET 10000 3928 SNIPPET_NOT_RELEVANT b'244381'
ACTION SNIPPET 10000 3931 SNIPPET_NOT_RELEVANT b'837945'
ACTION SNIPPET 10000 3934 SEEN_PREVIOUSLY b'1293154'
ACTION SNIPPET 10000 3937 SNIPPET_NOT_RELEVANT b'121675'
ACTION SNIPPET 10000 3940 SNIPPET_NOT_RELEVANT b'774042'
ACTION SNIPPET 10000 3943 SEEN_PREVIOUSLY b'1285941'
ACTION SNIPPET 10000 3946 SNIPPET_NOT_RELEVANT b'679124'
ACTION SNIPPET 10000 3949 SNIPPET_NOT_RELEVANT b'64001'
ACTION SNIPPET 10000 3952 SNIPPET_RELEVANT b'155121'
ACTION DOC 10000 3972 EXAMINING_DOCUMENT b'155121'
ACTION SNIPPET 10000 3975 SNIPPET_NOT_RELEVANT b'1191822'
ACTION SNIPPET 10000 3978 SEEN_PREVIOUSLY b'367335'
ACTION SNIPPET 10000 3981 SEEN_PREVIOUSLY b'1004585'
ACTION SNIPPET 10000 3984 SEEN_PREVIOUSLY b'729106'
ACTION SNIPPET 10000 3987 SEEN_PREVIOUSLY b'498021'
ACTION SNIPPET 10000 3990 SNIPPET_NOT_RELEVANT b'1280164'
ACTION SNIPPET 10000 3993 SNIPPET_NOT_RELEVANT b'498985'
ACTION SNIPPET 10000 3996 SNIPPET_RELEVANT b'729767'
ACTION DOC 10000 4016 EXAMINING_DOCUMENT b'729767'
ACTION SNIPPET 10000 4019 SNIPPET_NOT_RELEVANT b'758770'
ACTION SNIPPET 10000 4022 SNIPPET_RELEVANT b'1836320'
ACTION DOC 10000 4042 EXAMINING_DOCUMENT b'1836320'
ACTION QUERY 10000 4052 Psychology of human stampedes
ACTION SERP 10000 4057 EXAMINE_SERP
ACTION SNIPPET 10000 4060 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 4063 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 4066 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 4069 SNIPPET_NOT_RELEVANT b'492316'
ACTION SNIPPET 10000 4072 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 4075 SNIPPET_RELEVANT b'1225758'
ACTION DOC 10000 4095 EXAMINING_DOCUMENT b'1225758'
ACTION SNIPPET 10000 4098 SEEN_PREVIOUSLY b'1511264'
ACTION SNIPPET 10000 4101 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 4104 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 4107 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 4110 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 4113 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 4116 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 4119 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 4122 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 4125 SNIPPET_NOT_RELEVANT b'631681'
ACTION SNIPPET 10000 4128 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 4131 SNIPPET_NOT_RELEVANT b'1096271'
ACTION SNIPPET 10000 4134 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 4137 SEEN_PREVIOUSLY b'729106'
ACTION SNIPPET 10000 4140 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 4143 SEEN_PREVIOUSLY b'122234'
ACTION SNIPPET 10000 4146 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 4149 SNIPPET_NOT_RELEVANT b'1152259'
ACTION SNIPPET 10000 4152 SNIPPET_NOT_RELEVANT b'860101'
ACTION SNIPPET 10000 4155 SNIPPET_NOT_RELEVANT b'452660'
ACTION SNIPPET 10000 4158 SNIPPET_NOT_RELEVANT b'416785'
ACTION SNIPPET 10000 4161 SEEN_PREVIOUSLY b'423877'
ACTION SNIPPET 10000 4164 SNIPPET_NOT_RELEVANT b'342872'
ACTION QUERY 10000 4174 Warning signs of human stampedes
ACTION SERP 10000 4179 EXAMINE_SERP
ACTION SNIPPET 10000 4182 SNIPPET_RELEVANT b'1191812'
ACTION DOC 10000 4202 EXAMINING_DOCUMENT b'1191812'
ACTION SNIPPET 10000 4205 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 4208 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 4211 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 4214 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 4217 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 4220 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 4223 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 4226 SNIPPET_RELEVANT b'1380645'
ACTION DOC 10000 4246 EXAMINING_DOCUMENT b'1380645'
ACTION SNIPPET 10000 4249 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 4252 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 4255 SEEN_PREVIOUSLY b'1783796'
ACTION SNIPPET 10000 4258 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 4261 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 4264 SEEN_PREVIOUSLY b'1183597'
ACTION SNIPPET 10000 4267 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 4270 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 4273 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 4276 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 4279 SEEN_PREVIOUSLY b'403810'
ACTION SNIPPET 10000 4282 SEEN_PREVIOUSLY b'459087'
ACTION SNIPPET 10000 4285 SEEN_PREVIOUSLY b'501017'
ACTION QUERY 10000 4295 Numerical simulations of human stampedes
ACTION SERP 10000 4300 EXAMINE_SERP
ACTION SNIPPET 10000 4303 SNIPPET_NOT_RELEVANT b'151903'
ACTION SNIPPET 10000 4306 SNIPPET_NOT_RELEVANT b'20358'
ACTION SNIPPET 10000 4309 SNIPPET_NOT_RELEVANT b'986080'
ACTION SNIPPET 10000 4312 SNIPPET_RELEVANT b'1714265'
ACTION DOC 10000 4332 EXAMINING_DOCUMENT b'1714265'
ACTION SNIPPET 10000 4335 SNIPPET_NOT_RELEVANT b'1462956'
ACTION SNIPPET 10000 4338 SNIPPET_NOT_RELEVANT b'1303304'
ACTION SNIPPET 10000 4341 SNIPPET_NOT_RELEVANT b'1607975'
ACTION SNIPPET 10000 4344 SNIPPET_RELEVANT b'21054'
ACTION DOC 10000 4364 EXAMINING_DOCUMENT b'21054'
ACTION SNIPPET 10000 4367 SNIPPET_NOT_RELEVANT b'1186148'
ACTION SNIPPET 10000 4370 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 4373 SNIPPET_NOT_RELEVANT b'1633310'
ACTION SNIPPET 10000 4376 SNIPPET_NOT_RELEVANT b'1716819'
ACTION SNIPPET 10000 4379 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 4382 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 4385 SNIPPET_NOT_RELEVANT b'1789423'
ACTION SNIPPET 10000 4388 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 4391 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 4394 SNIPPET_NOT_RELEVANT b'1394839'
ACTION SNIPPET 10000 4397 SEEN_PREVIOUSLY b'1731589'
ACTION SNIPPET 10000 4400 SEEN_PREVIOUSLY b'1731810'
ACTION SNIPPET 10000 4403 SNIPPET_NOT_RELEVANT b'1300802'
ACTION SNIPPET 10000 4406 SEEN_PREVIOUSLY b'365604'
ACTION QUERY 10000 4416 Worst human stampede disasters
ACTION SERP 10000 4421 EXAMINE_SERP
ACTION SNIPPET 10000 4424 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 4427 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 4430 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 4433 SEEN_PREVIOUSLY b'1285268'
ACTION SNIPPET 10000 4436 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 4439 SEEN_PREVIOUSLY b'1292328'
ACTION SNIPPET 10000 4442 SEEN_PREVIOUSLY b'1522020'
