ACTION QUERY 10000 10 Airport Security
ACTION SNIPPET 10000 2818 SEEN_PREVIOUSLY b'4d0dc5d1d779de995afbfc34ba0d984e'
ACTION SNIPPET 10000 2821 SNIPPET_NOT_RELEVANT b'aba4fc8c24fc4f75fb541f9f70893bd6'
ACTION SNIPPET 10000 2824 SEEN_PREVIOUSLY b'4be010428ba9bb4b23b7244bfc4192b8'
ACTION SNIPPET 10000 2827 SEEN_PREVIOUSLY b'07a71cda-2a58-11e5-bd33-395c05608059'
ACTION SNIPPET 10000 2830 SEEN_PREVIOUSLY b'a6595e21a02ef53298343a9865cc09c9'
ACTION SNIPPET 10000 2833 SNIPPET_RELEVANT b'e1b70d76-4e31-11e4-babe-e91da079cb8a'
ACTION DOC 10000 2853 EXAMINING_DOCUMENT b'e1b70d76-4e31-11e4-babe-e91da079cb8a'
ACTION MARK 10000 2856 CONSIDERED_RELEVANT b'e1b70d76-4e31-11e4-babe-e91da079cb8a'
ACTION SNIPPET 10000 2859 SNIPPET_NOT_RELEVANT b'482ed90c-46dd-11e2-8061-253bccfc7532'
ACTION SNIPPET 10000 2862 SNIPPET_NOT_RELEVANT b'e5911cbe-78f2-11e1-96fc-4e3f9a8561ee'
ACTION SNIPPET 10000 2865 SNIPPET_NOT_RELEVANT b'e5180c96-7f12-11e5-afce-2afd1d3eb896'
ACTION SNIPPET 10000 2868 SNIPPET_NOT_RELEVANT b'ead38832-f2d8-11e1-adc6-87dfa8eff430'
ACTION SNIPPET 10000 2871 SNIPPET_NOT_RELEVANT b'1acee4098cfbd2322deaa40d800dd69d'
ACTION SNIPPET 10000 2874 SNIPPET_NOT_RELEVANT b'fca999a0-4c93-11e3-be6b-d3d28122e6d4'
ACTION SNIPPET 10000 2877 SNIPPET_NOT_RELEVANT b'e066bfc8-a0be-11e3-878c-65222df220eb'
ACTION SNIPPET 10000 2880 SNIPPET_NOT_RELEVANT b'be34b036-2e11-47fd-9fb0-e0acaa84ddc3'
ACTION SNIPPET 10000 2883 SNIPPET_NOT_RELEVANT b'8f5a8dfa-f4db-11e3-9861-8dc65df15e56'
ACTION SNIPPET 10000 2886 SNIPPET_NOT_RELEVANT b'9fbbbe2a-ef46-11e3-914c-1fbd0614e2d4'
ACTION SNIPPET 10000 2889 SNIPPET_NOT_RELEVANT b'b44f45b4-a2ae-11e1-912b-c0a00846e510'
ACTION SNIPPET 10000 2892 SNIPPET_NOT_RELEVANT b'34b2f65e93d55f2f4ed335597853f155'
ACTION SNIPPET 10000 2895 SNIPPET_NOT_RELEVANT b'876c1466-88cb-11e6-875e-2c1bfe943b66'
ACTION SNIPPET 10000 2898 SEEN_PREVIOUSLY b'aed3d7417629c12680a0f82ec2399b0e'
ACTION SNIPPET 10000 2901 SNIPPET_NOT_RELEVANT b'4e91a8f4-b3fa-11e1-98e9-bbf4aa4074bb'
ACTION SNIPPET 10000 2904 SNIPPET_RELEVANT b'5811e50e-2338-11e6-aa84-42391ba52c91'
ACTION DOC 10000 2924 EXAMINING_DOCUMENT b'5811e50e-2338-11e6-aa84-42391ba52c91'
ACTION MARK 10000 2927 CONSIDERED_RELEVANT b'5811e50e-2338-11e6-aa84-42391ba52c91'
ACTION SNIPPET 10000 2930 SNIPPET_NOT_RELEVANT b'6be2f768-6ed6-11e2-ac36-3d8d9dcaa2e2'
ACTION SNIPPET 10000 2933 SNIPPET_NOT_RELEVANT b'89fd372971178fd9e096432b8a6fac51'
ACTION SNIPPET 10000 2936 SNIPPET_NOT_RELEVANT b'bfca7a64-5b5b-11e3-a66d-156b463c78aa'
ACTION SNIPPET 10000 2939 SNIPPET_NOT_RELEVANT b'acbeed9c-5227-11e4-809b-8cc0a295c773'
ACTION SNIPPET 10000 2942 SNIPPET_NOT_RELEVANT b'7133cf85fccba219372204659c744892'
ACTION SNIPPET 10000 2945 SNIPPET_NOT_RELEVANT b'e97be84c-3699-11e4-9c9f-ebb47272e40e'
ACTION SNIPPET 10000 2948 SNIPPET_NOT_RELEVANT b'27b173ebedcfed892cdbc8dfbfbb1cfa'
ACTION SNIPPET 10000 2951 SNIPPET_NOT_RELEVANT b'cd19e620ea984770e47bd29af9567dc7'
ACTION SNIPPET 10000 2954 SNIPPET_NOT_RELEVANT b'005308753e2d6f8a71c8be31be210e28'
ACTION SNIPPET 10000 2957 SNIPPET_NOT_RELEVANT b'99ba03e0e47b9a9c3e1b8047457ac434'
ACTION SNIPPET 10000 2960 SNIPPET_RELEVANT b'f7878e1cb4bdf00e3a00f1979c159dbe'
ACTION DOC 10000 2980 EXAMINING_DOCUMENT b'f7878e1cb4bdf00e3a00f1979c159dbe'
ACTION MARK 10000 2983 CONSIDERED_RELEVANT b'f7878e1cb4bdf00e3a00f1979c159dbe'
ACTION SNIPPET 10000 2986 SEEN_PREVIOUSLY b'a96b484c-5890-11e4-8264-deed989ae9a2'
ACTION SNIPPET 10000 2989 SNIPPET_NOT_RELEVANT b'5b96e2d8b3b298a34de77239b5cd392d'
ACTION SNIPPET 10000 2992 SNIPPET_NOT_RELEVANT b'7c409436-9488-11e1-ac40-12b3c15489c0'
ACTION SNIPPET 10000 2995 SNIPPET_NOT_RELEVANT b'699cd263f714c4e592f8fe249b654028'
ACTION SNIPPET 10000 2998 SNIPPET_NOT_RELEVANT b'8795bc5e-a084-11e2-82bc-511538ae90a4'
ACTION SNIPPET 10000 3001 SNIPPET_NOT_RELEVANT b'a19db37bb92dafbe58f9d4e63ee09acc'
ACTION SNIPPET 10000 3004 SNIPPET_NOT_RELEVANT b'e719ec2c7c60fa68221d51e78f76edbd'
ACTION SNIPPET 10000 3007 SNIPPET_NOT_RELEVANT b'b05aa99a-3306-11e4-a723-fa3895a25d02'
ACTION SNIPPET 10000 3010 SNIPPET_NOT_RELEVANT b'71f1d984646650240466d2ae3481ebf7'
INFO SERP_END_REACHED 
ACTION QUERY 10000 3020 What are the major threats to airport security?
ACTION SERP 10000 3025 EXAMINE_SERP
ACTION SNIPPET 10000 3028 SEEN_PREVIOUSLY b'a3394dc4-807a-11e2-b99e-6baf4ebe42df'
ACTION SNIPPET 10000 3031 SEEN_PREVIOUSLY b'd4efd080-0dcb-11e7-9d5a-a83e627dc120'
ACTION SNIPPET 10000 3034 SNIPPET_NOT_RELEVANT b'4120d4ea1b766740ef0fbb9dc20b9e10'
ACTION SNIPPET 10000 3037 SEEN_PREVIOUSLY b'07a71cda-2a58-11e5-bd33-395c05608059'
ACTION SNIPPET 10000 3040 SEEN_PREVIOUSLY b'e8023cac-5c14-11e7-9fc6-c7ef4bc58d13'
ACTION SNIPPET 10000 3043 SNIPPET_NOT_RELEVANT b'1d646e0c-efca-11e3-bf76-447a5df6411f'
ACTION SNIPPET 10000 3046 SNIPPET_NOT_RELEVANT b'd34bd455a672fffb043e6f9cc111d767'
ACTION SNIPPET 10000 3049 SEEN_PREVIOUSLY b'a45bbc98-2ca5-11e6-9de3-6e6e7a14000c'
ACTION SNIPPET 10000 3052 SNIPPET_NOT_RELEVANT b'426b48d8-09ad-11e7-93dc-00f9bdd74ed1'
ACTION SNIPPET 10000 3055 SNIPPET_NOT_RELEVANT b'f52deaeee008d3794df2d24d258a95ca'
ACTION SNIPPET 10000 3058 SEEN_PREVIOUSLY b'3109a76082f03c08b1fd47bb47a451f9'
ACTION SNIPPET 10000 3061 SNIPPET_NOT_RELEVANT b'b9861e5ef6fc4d21b3f06edaeb0e9acc'
ACTION SNIPPET 10000 3064 SNIPPET_NOT_RELEVANT b'6b59ddc8-21a3-11e2-ac85-e669876c6a24'
ACTION SNIPPET 10000 3067 SNIPPET_NOT_RELEVANT b'2f3868e190ef5e72ddd5f5c08557a931'
ACTION SNIPPET 10000 3070 SNIPPET_NOT_RELEVANT b'000f4c71d82856a1584c4a3c62c71454'
ACTION QUERY 10000 3080 What measures can airports take to prevent terrorism?
ACTION SERP 10000 3085 EXAMINE_SERP
ACTION SNIPPET 10000 3088 SNIPPET_NOT_RELEVANT b'960a655e37a62111439e35f268d4952a'
ACTION SNIPPET 10000 3091 SEEN_PREVIOUSLY b'a4450c72-3e0d-11e6-a66f-aa6c1883b6b1'
ACTION SNIPPET 10000 3094 SNIPPET_NOT_RELEVANT b'9929ab666defb838774e0abd18ecf410'
ACTION SNIPPET 10000 3097 SNIPPET_NOT_RELEVANT b'4ba9f1a8-4bdb-11e3-9890-a1e0997fb0c0'
ACTION SNIPPET 10000 3100 SNIPPET_NOT_RELEVANT b'27362d1420658078bba2bcdad8a5fe65'
ACTION SNIPPET 10000 3103 SEEN_PREVIOUSLY b'2861aed4b4d9e4cc8787f27467359594'
ACTION SNIPPET 10000 3106 SNIPPET_NOT_RELEVANT b'd6f53d5ad2ac5fdd36bffdef733b3ea8'
ACTION SNIPPET 10000 3109 SNIPPET_NOT_RELEVANT b'426b48d8-09ad-11e7-93dc-00f9bdd74ed1'
ACTION SNIPPET 10000 3112 SNIPPET_NOT_RELEVANT b'edee66ab112a1c693a5aa7728f8b9f40'
ACTION SNIPPET 10000 3115 SEEN_PREVIOUSLY b'0814a51a-6260-11e7-84a1-a26b75ad39fe'
ACTION SNIPPET 10000 3118 SNIPPET_NOT_RELEVANT b'806be4be-55eb-11e7-ba90-f5875b7d1876'
ACTION SNIPPET 10000 3121 SEEN_PREVIOUSLY b'd88cbcdeaf523c789744a977d9973a56'
ACTION SNIPPET 10000 3124 SNIPPET_NOT_RELEVANT b'98ccf25d44dacd445230b7fc2b303829'
ACTION SNIPPET 10000 3127 SNIPPET_NOT_RELEVANT b'a2df2075b99b3fb733b9d9b355144756'
ACTION SNIPPET 10000 3130 SNIPPET_NOT_RELEVANT b'7ef8ce1720bf2f6b2065a97506ee89b4'
ACTION QUERY 10000 3140 What effect do airport security processes have on the flow of travelers?
ACTION SERP 10000 3145 EXAMINE_SERP
ACTION SNIPPET 10000 3148 SEEN_PREVIOUSLY b'3109a76082f03c08b1fd47bb47a451f9'
ACTION SNIPPET 10000 3151 SNIPPET_NOT_RELEVANT b'd50271a2-66da-11e5-9ef3-fde182507eac'
ACTION SNIPPET 10000 3154 SEEN_PREVIOUSLY b'0ad0297b51760f715083385fde0e0ef2'
ACTION SNIPPET 10000 3157 SEEN_PREVIOUSLY b'4d694e6e-1215-11e6-8967-7ac733c56f12'
ACTION SNIPPET 10000 3160 SNIPPET_NOT_RELEVANT b'e372966e-8518-11e2-9d71-f0feafdd1394'
ACTION SNIPPET 10000 3163 SNIPPET_NOT_RELEVANT b'6be2f768-6ed6-11e2-ac36-3d8d9dcaa2e2'
ACTION SNIPPET 10000 3166 SNIPPET_NOT_RELEVANT b'df02e9825714bcaae23f1fc41a21573a'
ACTION SNIPPET 10000 3169 SNIPPET_NOT_RELEVANT b'bf52c568-a5ea-11e2-8302-3c7e0ea97057'
ACTION SNIPPET 10000 3172 SNIPPET_NOT_RELEVANT b'6df3a458-3a5b-11e2-b01f-5f55b193f58f'
ACTION SNIPPET 10000 3175 SNIPPET_NOT_RELEVANT b'b9c95534-2270-11e6-aa84-42391ba52c91'
ACTION SNIPPET 10000 3178 SNIPPET_NOT_RELEVANT b'b42df0e2a1e1759b538f3e3a8b5819c5'
ACTION SNIPPET 10000 3181 SEEN_PREVIOUSLY b'ed408c80-1d3c-11e2-b647-bb1668e64058'
ACTION SNIPPET 10000 3184 SNIPPET_NOT_RELEVANT b'bd7c550f3ab1f43fc7828dc10cd2b789'
ACTION SNIPPET 10000 3187 SNIPPET_NOT_RELEVANT b'3dff6168fbc1e35d78134037fc716ddb'
ACTION SNIPPET 10000 3190 SNIPPET_NOT_RELEVANT b'a537e9f8-2731-11e6-b989-4e5479715b54'
ACTION QUERY 10000 3200 How effective are surveillance systems in airports?
ACTION SERP 10000 3205 EXAMINE_SERP
ACTION SNIPPET 10000 3208 SNIPPET_NOT_RELEVANT b'c79b3da6-6f1a-11e2-8b8d-e0b59a1b8e2a'
ACTION SNIPPET 10000 3211 SNIPPET_NOT_RELEVANT b'6be2f768-6ed6-11e2-ac36-3d8d9dcaa2e2'
ACTION SNIPPET 10000 3214 SNIPPET_NOT_RELEVANT b'6e26b3976542096e56225718e08ad3a7'
ACTION SNIPPET 10000 3217 SNIPPET_NOT_RELEVANT b'c8ceb5d4-fad6-11e2-9bde-7ddaa186b751'
ACTION SNIPPET 10000 3220 SNIPPET_NOT_RELEVANT b'edc516ca-fb7c-11e2-9bde-7ddaa186b751'
ACTION SNIPPET 10000 3223 SNIPPET_NOT_RELEVANT b'08193020-4b18-11e3-9890-a1e0997fb0c0'
ACTION SNIPPET 10000 3226 SNIPPET_NOT_RELEVANT b'b5eddf66020f1235d061ca1870348a95'
ACTION SNIPPET 10000 3229 SNIPPET_NOT_RELEVANT b'20bfe15c-b66a-11e2-aa9e-a02b765ff0ea'
ACTION SNIPPET 10000 3232 SNIPPET_NOT_RELEVANT b'3bff348c-ddba-11e2-b797-cbd4cb13f9c6'
ACTION SNIPPET 10000 3235 SNIPPET_NOT_RELEVANT b'746fda38-a2cd-11e2-82bc-511538ae90a4'
ACTION SNIPPET 10000 3238 SNIPPET_NOT_RELEVANT b'e4f3fc12-b72c-11e2-b94c-b684dda07add'
ACTION SNIPPET 10000 3241 SNIPPET_NOT_RELEVANT b'5eeaedce-fab1-11e2-9bde-7ddaa186b751'
ACTION SNIPPET 10000 3244 SNIPPET_RELEVANT b'c3e09352-c732-11e3-bf7a-be01a9b69cf1'
ACTION DOC 10000 3264 EXAMINING_DOCUMENT b'c3e09352-c732-11e3-bf7a-be01a9b69cf1'
ACTION MARK 10000 3267 CONSIDERED_RELEVANT b'c3e09352-c732-11e3-bf7a-be01a9b69cf1'
ACTION SNIPPET 10000 3270 SNIPPET_NOT_RELEVANT b'1e53a43a089ca37625a1d693f5dd52cb'
ACTION SNIPPET 10000 3273 SNIPPET_NOT_RELEVANT b'52fa425f0517f88a2ed9ad4e3fc08f81'
ACTION SNIPPET 10000 3276 SNIPPET_NOT_RELEVANT b'dd40f8547fd594dc926f642161b0a75d'
ACTION SNIPPET 10000 3279 SNIPPET_NOT_RELEVANT b'f8deb701235658840cf82aa958157108'
ACTION SNIPPET 10000 3282 SNIPPET_NOT_RELEVANT b'9e78b661ab14f4c7a17cdea9640c4002'
ACTION SNIPPET 10000 3285 SNIPPET_NOT_RELEVANT b'044bcbecdc5a81c3c86f48fe87387683'
ACTION SNIPPET 10000 3288 SNIPPET_NOT_RELEVANT b'14c7adea-86fb-11e4-a702-fa31ff4ae98e'
ACTION SNIPPET 10000 3291 SNIPPET_NOT_RELEVANT b'229bac7c-ab3e-11e2-b6fd-ba6f5f26d70e'
ACTION SNIPPET 10000 3294 SNIPPET_NOT_RELEVANT b'62d27942-4451-11e6-a76d-3550dba926ac'
ACTION SNIPPET 10000 3297 SNIPPET_NOT_RELEVANT b'200d2e36-b55d-11e1-b062-914058431390'
ACTION SNIPPET 10000 3300 SNIPPET_NOT_RELEVANT b'532618b0a44f74da1de58b0771f82e5f'
ACTION SNIPPET 10000 3303 SNIPPET_NOT_RELEVANT b'58cb6ca2a3cac7931f8ad2ba5ff8e2a0'
ACTION SNIPPET 10000 3306 SNIPPET_NOT_RELEVANT b'c9aedfad068f559c801e6e948e0284f4'
ACTION SNIPPET 10000 3309 SNIPPET_NOT_RELEVANT b'f0700e8a-f003-11e3-bf76-447a5df6411f'
ACTION SNIPPET 10000 3312 SNIPPET_NOT_RELEVANT b'cc818ca8926f03e12de86381ace82f76'
ACTION SNIPPET 10000 3315 SNIPPET_NOT_RELEVANT b'63faa734-5358-11e1-ba9e-eeeef6f2a84d'
ACTION SNIPPET 10000 3318 SNIPPET_NOT_RELEVANT b'88c7a60b6ce8dab2a0ae5032cd8104d8'
ACTION QUERY 10000 3328 What are the benefits of airport security for travelers and airlines?
ACTION SERP 10000 3333 EXAMINE_SERP
ACTION SNIPPET 10000 3336 SNIPPET_RELEVANT b'3cac8e5e-5c2f-11e3-be07-006c776266ed'
ACTION DOC 10000 3356 EXAMINING_DOCUMENT b'3cac8e5e-5c2f-11e3-be07-006c776266ed'
ACTION MARK 10000 3359 CONSIDERED_RELEVANT b'3cac8e5e-5c2f-11e3-be07-006c776266ed'
ACTION SNIPPET 10000 3362 SEEN_PREVIOUSLY b'2a15d291261ae0673ef92e9c4a4c0298'
ACTION SNIPPET 10000 3365 SEEN_PREVIOUSLY b'0814a51a-6260-11e7-84a1-a26b75ad39fe'
ACTION SNIPPET 10000 3368 SNIPPET_RELEVANT b'96de7d44-0b09-11e5-95fd-d580f1c5d44e'
ACTION DOC 10000 3388 EXAMINING_DOCUMENT b'96de7d44-0b09-11e5-95fd-d580f1c5d44e'
ACTION MARK 10000 3391 CONSIDERED_RELEVANT b'96de7d44-0b09-11e5-95fd-d580f1c5d44e'
ACTION SNIPPET 10000 3394 SNIPPET_NOT_RELEVANT b'40663c88-ef7c-11e5-85a6-2132cf446d0a'
ACTION SNIPPET 10000 3397 SNIPPET_NOT_RELEVANT b'276d5d0c-1572-11e7-ada0-1489b735b3a3'
ACTION SNIPPET 10000 3400 SEEN_PREVIOUSLY b'04c1ce95481223321c8a6f02d662f6f1'
ACTION SNIPPET 10000 3403 SEEN_PREVIOUSLY b'e8023cac-5c14-11e7-9fc6-c7ef4bc58d13'
ACTION SNIPPET 10000 3406 SNIPPET_RELEVANT b'80b6f67af892c33d82c86164f2aaba13'
ACTION DOC 10000 3426 EXAMINING_DOCUMENT b'80b6f67af892c33d82c86164f2aaba13'
ACTION MARK 10000 3429 CONSIDERED_RELEVANT b'80b6f67af892c33d82c86164f2aaba13'
ACTION SNIPPET 10000 3432 SNIPPET_NOT_RELEVANT b'7a66cc7b35e2eb04a661b544a0851fd6'
ACTION SNIPPET 10000 3435 SNIPPET_NOT_RELEVANT b'ca1630d4031c24604ef5ada04489929b'
ACTION SNIPPET 10000 3438 SEEN_PREVIOUSLY b'aed3d7417629c12680a0f82ec2399b0e'
ACTION SNIPPET 10000 3441 SNIPPET_NOT_RELEVANT b'067f95d9a826517cb6eff88027b1d405'
ACTION SNIPPET 10000 3444 SEEN_PREVIOUSLY b'1c2a1c388c3b6aa0171217d615dfe163'
ACTION SNIPPET 10000 3447 SNIPPET_NOT_RELEVANT b'b0446b9c671b76b7e633076f789066d5'
ACTION SNIPPET 10000 3450 SNIPPET_NOT_RELEVANT b'47977b88-e7d4-11e6-bf6f-301b6b443624'
ACTION SNIPPET 10000 3453 SNIPPET_NOT_RELEVANT b'd288036dbd5b47c8b055cc625509e3c5'
ACTION SNIPPET 10000 3456 SNIPPET_NOT_RELEVANT b'23bfc1034b5e07f9fd7b478be4df8a0b'
ACTION SNIPPET 10000 3459 SEEN_PREVIOUSLY b'f73cad84-e76c-11e4-9a6a-c1ab95a0600b'
ACTION SNIPPET 10000 3462 SNIPPET_NOT_RELEVANT b'9ab6b6de-c7d6-11e2-8da7-d274bc611a47'
ACTION SNIPPET 10000 3465 SNIPPET_NOT_RELEVANT b'1f12260a-fd0e-11e6-8f41-ea6ed597e4ca'
ACTION SNIPPET 10000 3468 SNIPPET_RELEVANT b'48f9a5bd3cbe3b6fbb7ce903b8500ceb'
ACTION DOC 10000 3488 EXAMINING_DOCUMENT b'48f9a5bd3cbe3b6fbb7ce903b8500ceb'
ACTION MARK 10000 3491 CONSIDERED_RELEVANT b'48f9a5bd3cbe3b6fbb7ce903b8500ceb'
ACTION SNIPPET 10000 3494 SNIPPET_NOT_RELEVANT b'7e8c19cb770bcae2b7e06c130f451737'
ACTION SNIPPET 10000 3497 SNIPPET_NOT_RELEVANT b'7ef8ce1720bf2f6b2065a97506ee89b4'
ACTION SNIPPET 10000 3500 SNIPPET_NOT_RELEVANT b'7ec3de3e11e4ac3d185880eb79a7db5c'
ACTION SNIPPET 10000 3503 SNIPPET_NOT_RELEVANT b'4f0259d0-529a-11e1-bd4f-8a7d53f6d6c2'
ACTION SNIPPET 10000 3506 SNIPPET_NOT_RELEVANT b'a537e9f8-2731-11e6-b989-4e5479715b54'
ACTION SNIPPET 10000 3509 SNIPPET_NOT_RELEVANT b'c215629dbed507210a50937f4ac395ff'
ACTION SNIPPET 10000 3512 SNIPPET_NOT_RELEVANT b'8444d1915d8f5cbd2e0572480580ef24'
ACTION SNIPPET 10000 3515 SNIPPET_NOT_RELEVANT b'c027c948-7783-11e1-8ca7-e7ce935c8941'
ACTION SNIPPET 10000 3518 SNIPPET_NOT_RELEVANT b'2f3868e190ef5e72ddd5f5c08557a931'
ACTION SNIPPET 10000 3521 SEEN_PREVIOUSLY b'09093f9b3efb7c94dbef0df0fb8ce27b'
ACTION SNIPPET 10000 3524 SEEN_PREVIOUSLY b'd4efd080-0dcb-11e7-9d5a-a83e627dc120'
ACTION SNIPPET 10000 3527 SNIPPET_NOT_RELEVANT b'4050a3da-5b49-11e6-9aee-8075993d73a2'
ACTION SNIPPET 10000 3530 SNIPPET_NOT_RELEVANT b'c8ecfc3036f6284b549f03d66c475e92'
ACTION SNIPPET 10000 3533 SNIPPET_NOT_RELEVANT b'8f6c6416-f01c-11e4-a55f-38924fca94f9'
ACTION SNIPPET 10000 3536 SNIPPET_NOT_RELEVANT b'2d7b9d80-66c9-11e4-836c-83bc4f26eb67'
ACTION SNIPPET 10000 3539 SNIPPET_NOT_RELEVANT b'cd09504e-466e-11e3-b6f8-3782ff6cb769'
ACTION SNIPPET 10000 3542 SNIPPET_NOT_RELEVANT b'52d995e2203db4235211e8a89343bdcf'
ACTION QUERY 10000 3552 What are the penalties for security breaches in airports?
ACTION SERP 10000 3557 EXAMINE_SERP
ACTION SNIPPET 10000 3560 SNIPPET_NOT_RELEVANT b'8ca8e8fea866a330d43dbb05e2959c5f'
ACTION SNIPPET 10000 3563 SNIPPET_NOT_RELEVANT b'c52ebf91d7e063746429c7e2529390fa'
ACTION SNIPPET 10000 3566 SNIPPET_NOT_RELEVANT b'ff93dc1e-432b-11e3-a624-41d661b0bb78'
ACTION SNIPPET 10000 3569 SNIPPET_NOT_RELEVANT b'3bde0c44-091e-11e5-9e39-0db921c47b93'
ACTION SNIPPET 10000 3572 SEEN_PREVIOUSLY b'a3394dc4-807a-11e2-b99e-6baf4ebe42df'
ACTION SNIPPET 10000 3575 SEEN_PREVIOUSLY b'9f1e6f89c31d5ee87024f6734ddb67eb'
ACTION SNIPPET 10000 3578 SNIPPET_NOT_RELEVANT b'ea3e400e-1ae8-11e3-80ac-96205cacb45a'
ACTION SNIPPET 10000 3581 SNIPPET_NOT_RELEVANT b'4d016a0e-2b04-11e5-bd33-395c05608059'
ACTION SNIPPET 10000 3584 SEEN_PREVIOUSLY b'698680e5d7ccc567f41769abd6464b5a'
ACTION SNIPPET 10000 3587 SNIPPET_NOT_RELEVANT b'a0db15b27ae97f60e5b4ffa76ceb3603'
ACTION SNIPPET 10000 3590 SNIPPET_NOT_RELEVANT b'cc2ae606f257c604ea083fba3eabe027'
ACTION SNIPPET 10000 3593 SNIPPET_NOT_RELEVANT b'56616a099f3828977dc7530f20b6c7c4'
ACTION SNIPPET 10000 3596 SNIPPET_NOT_RELEVANT b'e83f96f14c9fc2ca09c64a65a9c8cd1b'
ACTION SNIPPET 10000 3599 SEEN_PREVIOUSLY b'80bacd9f20034e2bd7d4f69f55f9d196'
ACTION SNIPPET 10000 3602 SNIPPET_NOT_RELEVANT b'dd1332be-ac07-11e1-93e5-222602b337cd'
ACTION QUERY 10000 3612 What are the latest technologies to enhance airport security?
ACTION SERP 10000 3617 EXAMINE_SERP
ACTION SNIPPET 10000 3620 SNIPPET_NOT_RELEVANT b'75b2727c-4de4-11e2-950a-7863a013264b'
ACTION SNIPPET 10000 3623 SNIPPET_NOT_RELEVANT b'a63438dc-b5e3-11e3-b899-20667de76985'
ACTION SNIPPET 10000 3626 SEEN_PREVIOUSLY b'2a15d291261ae0673ef92e9c4a4c0298'
ACTION SNIPPET 10000 3629 SEEN_PREVIOUSLY b'0814a51a-6260-11e7-84a1-a26b75ad39fe'
ACTION SNIPPET 10000 3632 SNIPPET_NOT_RELEVANT b'2eca61a4-6f86-11e1-9118-82b72e1e284a'
ACTION SNIPPET 10000 3635 SNIPPET_NOT_RELEVANT b'a817091ff6e514c97fe2edb706547c2a'
ACTION SNIPPET 10000 3638 SEEN_PREVIOUSLY b'a96b484c-5890-11e4-8264-deed989ae9a2'
ACTION SNIPPET 10000 3641 SEEN_PREVIOUSLY b'3109a76082f03c08b1fd47bb47a451f9'
ACTION SNIPPET 10000 3644 SEEN_PREVIOUSLY b'1c2a1c388c3b6aa0171217d615dfe163'
ACTION SNIPPET 10000 3647 SEEN_PREVIOUSLY b'1b7d5d22-6198-11e2-9940-6fc488f3fecd'
ACTION SNIPPET 10000 3650 SNIPPET_NOT_RELEVANT b'62a071c4-5de8-11e3-95c2-13623eb2b0e1'
ACTION SNIPPET 10000 3653 SNIPPET_NOT_RELEVANT b'bf52c568-a5ea-11e2-8302-3c7e0ea97057'
ACTION SNIPPET 10000 3656 SEEN_PREVIOUSLY b'e8023cac-5c14-11e7-9fc6-c7ef4bc58d13'
ACTION SNIPPET 10000 3659 SNIPPET_NOT_RELEVANT b'94338494-9bc2-11e2-9bda-edd1a7fb557d'
ACTION SNIPPET 10000 3662 SEEN_PREVIOUSLY b'd9439bb1b235ce43080e0d03ad793319'
ACTION QUERY 10000 3672 How does airport security impact the aviation industry?
ACTION SERP 10000 3677 EXAMINE_SERP
ACTION SNIPPET 10000 3680 SNIPPET_RELEVANT b'3fda8b02e50d14fafef10f318e1220cb'
ACTION DOC 10000 3700 EXAMINING_DOCUMENT b'3fda8b02e50d14fafef10f318e1220cb'
ACTION MARK 10000 3703 CONSIDERED_RELEVANT b'3fda8b02e50d14fafef10f318e1220cb'
ACTION SNIPPET 10000 3706 SEEN_PREVIOUSLY b'e8023cac-5c14-11e7-9fc6-c7ef4bc58d13'
ACTION SNIPPET 10000 3709 SNIPPET_NOT_RELEVANT b'4120d4ea1b766740ef0fbb9dc20b9e10'
ACTION SNIPPET 10000 3712 SNIPPET_NOT_RELEVANT b'1ee1bb0c7a81aaec050e1a79f1aac0b1'
ACTION SNIPPET 10000 3715 SNIPPET_NOT_RELEVANT b'09c4c8c2-353a-11e5-8e66-07b4603ec92a'
ACTION SNIPPET 10000 3718 SNIPPET_NOT_RELEVANT b'e5180c96-7f12-11e5-afce-2afd1d3eb896'
ACTION SNIPPET 10000 3721 SNIPPET_NOT_RELEVANT b'0c1e27c9b9ea2924311e764a198341f3'
ACTION SNIPPET 10000 3724 SNIPPET_NOT_RELEVANT b'2bd1b1fc0ee17ec5f19f87aebd189a34'
ACTION SNIPPET 10000 3727 SNIPPET_NOT_RELEVANT b'63278902-30d5-11e7-8674-437ddb6e813e'
ACTION SNIPPET 10000 3730 SNIPPET_NOT_RELEVANT b'a6954f4e-a925-11e2-a8e2-5b98cb59187f'
ACTION SNIPPET 10000 3733 SNIPPET_NOT_RELEVANT b'4f8dde48-63c9-11e1-b51c-01d913513d63'
ACTION SNIPPET 10000 3736 SEEN_PREVIOUSLY b'07a71cda-2a58-11e5-bd33-395c05608059'
ACTION SNIPPET 10000 3739 SEEN_PREVIOUSLY b'f73cad84-e76c-11e4-9a6a-c1ab95a0600b'
ACTION SNIPPET 10000 3742 SEEN_PREVIOUSLY b'1b7d5d22-6198-11e2-9940-6fc488f3fecd'
ACTION SNIPPET 10000 3745 SNIPPET_NOT_RELEVANT b'9c6d927a6941da99e6080b2cc2f9c0f5'
ACTION SNIPPET 10000 3748 SNIPPET_NOT_RELEVANT b'cc818ca8926f03e12de86381ace82f76'
ACTION SNIPPET 10000 3751 SNIPPET_NOT_RELEVANT b'9e9bc2dca191368819c0eff0fdde0aa5'
ACTION SNIPPET 10000 3754 SNIPPET_NOT_RELEVANT b'229bac7c-ab3e-11e2-b6fd-ba6f5f26d70e'
